  INFO root [2019-05-08 10:15:25,346] - 
  INFO root [2019-05-29 10:43:28,064] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54293 )
  INFO root [2019-05-29 10:43:28,064] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54293, SOMAXCONN=5.
  INFO root [2019-05-29 10:43:28,069] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 10104 ----
  INFO root [2019-05-29 10:43:28,070] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 10:43:28,070] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 10:43:28,070] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 10:43:28,261] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 10:43:28,262] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-29 10:43:29,049] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-29 10:43:29,049] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-29 10:43:29,051] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-29 10:43:29,057] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-29 10:43:29,060] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-29 10:43:29,065] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-29 10:43:29,069] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-29 10:43:29,080] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-29 10:43:29,091] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-29 10:43:29,094] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-29 10:43:29,108] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-29 10:43:29,109] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-29 10:43:29,110] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-29 10:43:29,112] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-29 10:43:29,112] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-29 10:43:29,113] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-29 10:43:29,115] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-29 10:43:29,127] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 10:43:29,127] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 10:43:29,429] - ThreadPool::destroy(): waiting for thread(2)[0xdd2c0,0xdd8d8,], try=1
 DEBUG root [2019-05-29 10:43:29,831] - TPThread::~TPThread(): 0xdd2c0
 DEBUG root [2019-05-29 10:43:29,831] - TPThread::~TPThread(): 0xdd8d8
 DEBUG root [2019-05-29 10:43:29,832] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 10:43:29,844] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 10:43:29,844] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 10:43:29,845] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 10:43:29,845] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-29 10:43:30,847] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 11:08:29,610] - 
  INFO root [2019-05-29 11:08:29,611] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 11:08:29,612] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 11:08:29,612] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 11:08:29,612] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 11:08:29,623] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54336 )
  INFO root [2019-05-29 11:08:29,624] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54336, SOMAXCONN=5.
  INFO root [2019-05-29 11:08:29,628] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 2756 ----
  INFO root [2019-05-29 11:08:29,629] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 11:08:29,629] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 11:08:29,629] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 11:08:29,823] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 11:08:29,823] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-29 11:08:30,593] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-29 11:08:30,594] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-29 11:08:30,596] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-29 11:08:30,601] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-29 11:08:30,605] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-29 11:08:30,610] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-29 11:08:30,613] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-29 11:08:30,625] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-29 11:08:30,626] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-29 11:08:30,629] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-29 11:08:30,639] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-29 11:08:30,639] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-29 11:08:30,640] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-29 11:08:30,642] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-29 11:08:30,643] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-29 11:08:30,645] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-29 11:08:30,653] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-29 11:08:30,670] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 11:08:30,670] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 11:08:30,971] - ThreadPool::destroy(): waiting for thread(2)[0x86c170,0x86c0a0,], try=1
 DEBUG root [2019-05-29 11:08:31,374] - TPThread::~TPThread(): 0x86c170
 DEBUG root [2019-05-29 11:08:31,375] - TPThread::~TPThread(): 0x86c0a0
 DEBUG root [2019-05-29 11:08:31,375] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 11:08:31,388] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 11:08:31,388] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,388] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,389] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,389] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,389] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,389] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:08:31,389] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 11:08:31,389] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-29 11:08:32,391] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-29 11:25:25,801] - 
  INFO root [2019-05-29 11:25:25,801] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-29 11:25:25,802] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-29 11:25:25,802] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-29 11:25:25,803] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-29 11:25:25,814] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:54382 )
  INFO root [2019-05-29 11:25:25,814] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:54382, SOMAXCONN=5.
  INFO root [2019-05-29 11:25:25,819] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 3036 ----
  INFO root [2019-05-29 11:25:25,819] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-29 11:25:25,819] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-29 11:25:25,820] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-29 11:25:26,021] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-29 11:25:26,021] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-29 11:25:26,832] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-29 11:25:26,833] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-29 11:25:26,835] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-29 11:25:26,840] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-29 11:25:26,868] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-29 11:25:26,873] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-29 11:25:26,878] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-29 11:25:26,901] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-29 11:25:26,907] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-29 11:25:26,910] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-29 11:25:26,919] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-29 11:25:26,920] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-29 11:25:26,921] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-29 11:25:26,923] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-29 11:25:26,924] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-29 11:25:26,926] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-29 11:25:26,928] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-29 11:25:26,940] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-29 11:25:26,941] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-29 11:25:27,242] - ThreadPool::destroy(): waiting for thread(2)[0x68ec18,0x68e1f0,], try=1
 DEBUG root [2019-05-29 11:25:27,644] - TPThread::~TPThread(): 0x68ec18
 DEBUG root [2019-05-29 11:25:27,644] - TPThread::~TPThread(): 0x68e1f0
 DEBUG root [2019-05-29 11:25:27,644] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-29 11:25:27,656] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-29 11:25:27,656] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,656] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,656] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,656] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,656] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,657] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-29 11:25:27,657] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-29 11:25:27,657] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-29 11:25:28,658] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-05-31 21:15:01,404] - 
  INFO root [2019-05-31 21:15:01,416] - -----------------------------------------------------------------------------------------


  INFO root [2019-05-31 21:15:01,424] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-05-31 21:15:01,424] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-05-31 21:15:01,425] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-05-31 21:15:01,458] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:59156 )
  INFO root [2019-05-31 21:15:01,458] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:59156, SOMAXCONN=5.
  INFO root [2019-05-31 21:15:01,522] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 16128 ----
  INFO root [2019-05-31 21:15:01,523] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-05-31 21:15:01,537] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-05-31 21:15:01,537] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-05-31 21:15:02,516] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-05-31 21:15:02,516] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-05-31 21:15:04,537] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-05-31 21:15:04,542] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-05-31 21:15:04,550] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-05-31 21:15:04,563] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-05-31 21:15:04,571] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-05-31 21:15:04,600] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-05-31 21:15:04,604] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
 DEBUG root [2019-05-31 21:15:04,618] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/CustomDataTypes.cs
 DEBUG root [2019-05-31 21:15:04,625] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Account
 DEBUG root [2019-05-31 21:15:04,629] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/AccountBase.cs
 DEBUG root [2019-05-31 21:15:04,638] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallAccountBase.cs
 DEBUG root [2019-05-31 21:15:04,643] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Hall
 DEBUG root [2019-05-31 21:15:04,644] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/HallBase.cs
 DEBUG root [2019-05-31 21:15:04,646] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallHallBase.cs
 DEBUG root [2019-05-31 21:15:04,652] - ClientSDK::writeEntityModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Room
 DEBUG root [2019-05-31 21:15:04,653] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/RoomBase.cs
 DEBUG root [2019-05-31 21:15:04,655] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityCallRoomBase.cs
  INFO root [2019-05-31 21:15:04,691] - Script::uninstall(): is successfully!
 DEBUG root [2019-05-31 21:15:04,691] - ThreadPool::destroy(): starting size 2.
  WARN root [2019-05-31 21:15:04,992] - ThreadPool::destroy(): waiting for thread(2)[0x1d145c0,0x1d14900,], try=1
 DEBUG root [2019-05-31 21:15:05,394] - TPThread::~TPThread(): 0x1d145c0
 DEBUG root [2019-05-31 21:15:05,395] - TPThread::~TPThread(): 0x1d14900
 DEBUG root [2019-05-31 21:15:05,395] - ThreadPool::destroy(): successfully!
 DEBUG root [2019-05-31 21:15:05,435] - Bundle::destroyObjPool(): size 13.
 DEBUG root [2019-05-31 21:15:05,435] - Channel::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - TCPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - UDPPacket::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - EndPoint::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - Address::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - TCPPacketReceiver::destroyObjPool(): size 0.
 DEBUG root [2019-05-31 21:15:05,436] - UDPPacketReceiver::destroyObjPool(): size 0.
  INFO root [2019-05-31 21:15:05,437] - tool(18446744073709551615) has shut down. ClientSDK=true
  INFO root [2019-05-31 21:15:06,452] - EventDispatcher()::~EventDispatcher: Num timers = 2
  INFO root [2019-06-01 09:27:14,795] - 
  INFO root [2019-06-01 09:27:14,796] - -----------------------------------------------------------------------------------------


  INFO root [2019-06-01 09:27:14,796] - Resmgr::initialize: KBE_ROOT=D:/kbengine/
  INFO root [2019-06-01 09:27:14,796] - Resmgr::initialize: KBE_RES_PATH=D:/kbengine/kbe/res/;D:/kbengine/HappyPoker_assets/;D:/kbengine/HappyPoker_assets/scripts/;D:/kbengine/HappyPoker_assets/res/
  INFO root [2019-06-01 09:27:14,796] - Resmgr::initialize: KBE_BIN_PATH=D:/kbengine/kbe/bin/server/
  INFO root [2019-06-01 09:27:14,807] - NetworkInterface::initialize(INTERNAL-TCP): bound to all interfaces with default route interface on 192.168.56.1 ( 192.168.56.1:59520 )
  INFO root [2019-06-01 09:27:14,808] - NetworkInterface::initialize(INTERNAL-TCP): address 192.168.56.1:59520, SOMAXCONN=5.
  INFO root [2019-06-01 09:27:14,835] - ---- tool Version: 2.4.5. ScriptVersion: 0.1.0. Pythoncore: 3.7.3. Protocol: ACE55A2934030C0DA3446BA0E5FAB5DD. Config: Debug X86. Built: 09:55:11 May  8 2019. AppID: 18446744073709551615. UID: 0. PID: 2428 ----
  INFO root [2019-06-01 09:27:14,836] - Server error_name: Intel(R) Core(TM) i5-6300HQ CPU @ 2.30GHz with 2097151kB RAM
  INFO root [2019-06-01 09:27:14,839] - ThreadPool::createThreadPool: creating  threadpool...
  INFO root [2019-06-01 09:27:14,839] - ThreadPool::createThreadPool: successfully(2), newThreadCount=1, normalMaxThreadCount=2, maxThreadCount=8
  INFO root [2019-06-01 09:27:15,299] - Script::install(): is successfully, Python=(3.7.3 (default, May  8 2019, 09:53:38) [MSC v.1916 32 bit (Intel)])!
  INFO root [2019-06-01 09:27:15,300] - Script::install(): KBExtra is successfully!
 DEBUG root [2019-06-01 09:27:16,952] - ClientSDK::writeServerErrorDescrsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//ServerErrorDescrs.cs
 DEBUG root [2019-06-01 09:27:16,953] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/ServerErrorDescrs.cs
 DEBUG root [2019-06-01 09:27:16,967] - ClientSDK::writeEngineMessagesModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//Messages.cs
 DEBUG root [2019-06-01 09:27:16,972] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/Messages.cs
 DEBUG root [2019-06-01 09:27:16,976] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/KBETypes.cs
 DEBUG root [2019-06-01 09:27:16,981] - ClientSDK::writeEntityDefsModule(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins//EntityDef.cs
 DEBUG root [2019-06-01 09:27:16,985] - ClientSDK::saveFile(): D:\Unity\HappyPoker\Assets\Plugins\kbengine\kbengine_unity3d_plugins/EntityDef.cs
